LOCATION,Country,VAR,Variable ,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Cell,Flag Codes,Flags
IRL,Ireland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,31.917,,
IRL,Ireland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,45.742,,
IRL,Ireland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,51.923,,
IRL,Ireland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,56.44,,
IRL,Ireland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,71.728,,
IRL,Ireland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,88.975,,
IRL,Ireland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,93.023,,
IRL,Ireland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,95.004,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ISR,Israel,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,70.546,,
ISR,Israel,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,70.947,,
ISR,Israel,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,70.526,,
ISR,Israel,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,69.584,,
ISR,Israel,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,68.515,,
ISR,Israel,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,68.004,,
ISR,Israel,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,68.172,,
ISR,Israel,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,68.896,,
ISR,Israel,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,71.189,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
ITA,Italy,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,13.517,,
ITA,Italy,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,29.186,,
ITA,Italy,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,34.548,,
ITA,Italy,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,38.272,,
ITA,Italy,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,49.275,,
ITA,Italy,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,60.839,,
ITA,Italy,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,66.627,,
ITA,Italy,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,71.249,,
ITA,Italy,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,75.174,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
JPN,Japan,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,73.965,,
JPN,Japan,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,76.311,,
JPN,Japan,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,81.935,,
JPN,Japan,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,85.408,,
JPN,Japan,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,93.055,,
JPN,Japan,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,95.898,,
JPN,Japan,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,95.696,,
JPN,Japan,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,95.189,,
JPN,Japan,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,95.729,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
KOR,Korea,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,85.74,,
KOR,Korea,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,94.432,,
KOR,Korea,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,100.088,,
KOR,Korea,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,72.312,,
KOR,Korea,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,80.404,,
KOR,Korea,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,84.183,,
KOR,Korea,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,87.898,,
KOR,Korea,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,91.991,,
KOR,Korea,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,97.362,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LVA,Latvia,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,18.276,,
LVA,Latvia,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,33.83,,
LVA,Latvia,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,35.393,,
LVA,Latvia,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,46.366,,
LVA,Latvia,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,61.153,,
LVA,Latvia,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,55.339,,
LVA,Latvia,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,58.518,,
LVA,Latvia,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,82.449,,
LVA,Latvia,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,88.178,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LTU,Lithuania,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,25.928,,
LTU,Lithuania,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,39.785,,
LTU,Lithuania,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,54.792,,
LTU,Lithuania,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,61.536,,
LTU,Lithuania,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,64.442,,
LTU,Lithuania,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,69.448,,
LTU,Lithuania,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,71.922,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LUX,Luxembourg,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,22.531,,
LUX,Luxembourg,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,45.399,,
LUX,Luxembourg,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,57.624,,
LUX,Luxembourg,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,72.455,,
LUX,Luxembourg,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,78.342,,
LUX,Luxembourg,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,77.306,,
LUX,Luxembourg,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,76.8,,
LUX,Luxembourg,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,75.056,,
LUX,Luxembourg,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,78.442,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
MEX,Mexico,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,3.506,,
MEX,Mexico,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,10.322,,
MEX,Mexico,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,18.432,,
MEX,Mexico,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,27.521,,
MEX,Mexico,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,42.172,,
MEX,Mexico,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,52.372,,
MEX,Mexico,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,60.868,,
MEX,Mexico,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,64.962,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NLD,Netherlands,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,27.577,,
NLD,Netherlands,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,38.046,,
NLD,Netherlands,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,45.049,,
NLD,Netherlands,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,50.952,,
NLD,Netherlands,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,63,,
NLD,Netherlands,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,70.136,,
NLD,Netherlands,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,81.233,,
NLD,Netherlands,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,84.858,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NZL,New Zealand,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,33.276,,
NZL,New Zealand,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,53.419,,
NZL,New Zealand,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,58.343,,
NZL,New Zealand,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,75.474,,
NZL,New Zealand,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,65.029,,
NZL,New Zealand,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,28.432,,
NZL,New Zealand,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,29.022,,
NZL,New Zealand,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,91.841,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NOR,Norway,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,57.395,,
NOR,Norway,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,55.006,,
NOR,Norway,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,51.394,,
NOR,Norway,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,67.877,,
NOR,Norway,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,73.41,,
NOR,Norway,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,77.582,,
NOR,Norway,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,85.227,,
NOR,Norway,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,87.167,,
NOR,Norway,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,90.718,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
POL,Poland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,36.893,,
POL,Poland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,40.677,,
POL,Poland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,41.097,,
POL,Poland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,48.03,,
POL,Poland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,43.42,,
POL,Poland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,42.111,,
POL,Poland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,44.437,,
POL,Poland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,60.075,,
POL,Poland,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,75.112,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
PRT,Portugal,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,21.55,,
PRT,Portugal,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,12.176,,
PRT,Portugal,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,16.962,,
PRT,Portugal,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,23.738,,
PRT,Portugal,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,30.011,,
PRT,Portugal,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,42.577,,
PRT,Portugal,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,47.787,,
PRT,Portugal,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,57.274,,
PRT,Portugal,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,63.61,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
SVK,Slovak Republic,BBW-P100-STAN,Data and voice mobile broadband subscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,10.2,,
