LOCATION,Country,VARIABLE,Variable,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,GDP,Flag Codes,Flags
SWE,Sweden,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2009,2009,USD,US Dollar,0,Units,2015,2015,43361.69225,,
SWE,Sweden,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2010,2010,USD,US Dollar,0,Units,2015,2015,45445.4089,,
SWE,Sweden,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2011,2011,USD,US Dollar,0,Units,2015,2015,46342.7106,,
SWE,Sweden,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2012,2012,USD,US Dollar,0,Units,2015,2015,46012.08884,,
SWE,Sweden,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2013,2013,USD,US Dollar,0,Units,2015,2015,46179.85699,,
SWE,Sweden,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2014,2014,USD,US Dollar,0,Units,2015,2015,46961.82682,,
SWE,Sweden,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2015,2015,USD,US Dollar,0,Units,2015,2015,48425.11046,,
SWE,Sweden,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2016,2016,USD,US Dollar,0,Units,2015,2015,48995.34255,,
SWE,Sweden,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2017,2017,USD,US Dollar,0,Units,2015,2015,49479.29493,,
KOR,Korea,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2000,2000,USD,US Dollar,0,Units,2015,2015,21718.06938,,
KOR,Korea,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2001,2001,USD,US Dollar,0,Units,2015,2015,22527.39401,,
KOR,Korea,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2002,2002,USD,US Dollar,0,Units,2015,2015,24062.04438,,
KOR,Korea,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2003,2003,USD,US Dollar,0,Units,2015,2015,24640.1006,,
KOR,Korea,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2004,2004,USD,US Dollar,0,Units,2015,2015,25744.75241,,
KOR,Korea,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2005,2005,USD,US Dollar,0,Units,2015,2015,26698.25489,,
KOR,Korea,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2006,2006,USD,US Dollar,0,Units,2015,2015,27933.52994,,
KOR,Korea,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2007,2007,USD,US Dollar,0,Units,2015,2015,29310.78995,,
KOR,Korea,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2008,2008,USD,US Dollar,0,Units,2015,2015,29912.10764,,
KOR,Korea,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2009,2009,USD,US Dollar,0,Units,2015,2015,29969.17601,,
KOR,Korea,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2010,2010,USD,US Dollar,0,Units,2015,2015,31757.76795,,
KOR,Korea,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2011,2011,USD,US Dollar,0,Units,2015,2015,32674.4562,,
KOR,Korea,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2012,2012,USD,US Dollar,0,Units,2015,2015,33248.37509,,
KOR,Korea,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2013,2013,USD,US Dollar,0,Units,2015,2015,34055.96375,,
KOR,Korea,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2014,2014,USD,US Dollar,0,Units,2015,2015,34973.38494,,
KOR,Korea,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2015,2015,USD,US Dollar,0,Units,2015,2015,35760.36843,,
KOR,Korea,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2016,2016,USD,US Dollar,0,Units,2015,2015,36641.98572,,
KOR,Korea,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2017,2017,USD,US Dollar,0,Units,2015,2015,37617.43121,,
EST,Estonia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2000,2000,USD,US Dollar,0,Units,2015,2015,16510.11672,,
EST,Estonia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2001,2001,USD,US Dollar,0,Units,2015,2015,17681.67058,,
EST,Estonia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2002,2002,USD,US Dollar,0,Units,2015,2015,18891.3678,,
EST,Estonia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2003,2003,USD,US Dollar,0,Units,2015,2015,20426.40906,,
EST,Estonia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2004,2004,USD,US Dollar,0,Units,2015,2015,21876.89456,,
EST,Estonia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2005,2005,USD,US Dollar,0,Units,2015,2015,24006.69272,,
EST,Estonia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2006,2006,USD,US Dollar,0,Units,2015,2015,26677.47716,,
EST,Estonia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2007,2007,USD,US Dollar,0,Units,2015,2015,28766.07956,,
EST,Estonia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2008,2008,USD,US Dollar,0,Units,2015,2015,27416.89953,,
EST,Estonia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2009,2009,USD,US Dollar,0,Units,2015,2015,23567.36184,,
EST,Estonia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2010,2010,USD,US Dollar,0,Units,2015,2015,24000.5649,,
EST,Estonia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2011,2011,USD,US Dollar,0,Units,2015,2015,25882.17836,,
EST,Estonia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2012,2012,USD,US Dollar,0,Units,2015,2015,27092.21472,,
EST,Estonia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2013,2013,USD,US Dollar,0,Units,2015,2015,27738.24653,,
EST,Estonia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2014,2014,USD,US Dollar,0,Units,2015,2015,28605.03941,,
EST,Estonia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2015,2015,USD,US Dollar,0,Units,2015,2015,29251.34432,,
EST,Estonia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2016,2016,USD,US Dollar,0,Units,2015,2015,30212.91981,,
EST,Estonia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2017,2017,USD,US Dollar,0,Units,2015,2015,31653.46412,,
IDN,Indonesia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2000,2000,USD,US Dollar,0,Units,2015,2015,6361.132131,,
IDN,Indonesia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2001,2001,USD,US Dollar,0,Units,2015,2015,6494.186651,,
IDN,Indonesia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2002,2002,USD,US Dollar,0,Units,2015,2015,6684.782532,,
IDN,Indonesia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2003,2003,USD,US Dollar,0,Units,2015,2015,6899.468596,,
IDN,Indonesia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2004,2004,USD,US Dollar,0,Units,2015,2015,7138.072363,,
IDN,Indonesia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2005,2005,USD,US Dollar,0,Units,2015,2015,7431.455979,,
IDN,Indonesia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2006,2006,USD,US Dollar,0,Units,2015,2015,7722.869048,,
IDN,Indonesia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2007,2007,USD,US Dollar,0,Units,2015,2015,8089.920137,,
IDN,Indonesia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2008,2008,USD,US Dollar,0,Units,2015,2015,8448.013574,,
IDN,Indonesia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2009,2009,USD,US Dollar,0,Units,2015,2015,8712.783777,,
IDN,Indonesia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2010,2010,USD,US Dollar,0,Units,2015,2015,9130.26875,,
IDN,Indonesia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2011,2011,USD,US Dollar,0,Units,2015,2015,9554.508419,,
IDN,Indonesia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2012,2012,USD,US Dollar,0,Units,2015,2015,9988.880679,,
IDN,Indonesia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2013,2013,USD,US Dollar,0,Units,2015,2015,10400.21287,,
IDN,Indonesia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2014,2014,USD,US Dollar,0,Units,2015,2015,10775.97615,,
IDN,Indonesia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2015,2015,USD,US Dollar,0,Units,2015,2015,11155.5943,,
IDN,Indonesia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2016,2016,USD,US Dollar,0,Units,2015,2015,11570.17009,,
IDN,Indonesia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2017,2017,USD,US Dollar,0,Units,2015,2015,12008.59421,,
USA,United States,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2000,2000,USD,US Dollar,0,Units,2010,2010,48723.97107,,
USA,United States,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2001,2001,USD,US Dollar,0,Units,2010,2010,48722.65753,,
USA,United States,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2002,2002,USD,US Dollar,0,Units,2010,2010,49101.29099,,
USA,United States,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2003,2003,USD,US Dollar,0,Units,2010,2010,50042.00139,,
USA,United States,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2004,2004,USD,US Dollar,0,Units,2010,2010,51476.15357,,
USA,United States,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2005,2005,USD,US Dollar,0,Units,2010,2010,52792.98392,,
USA,United States,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2006,2006,USD,US Dollar,0,Units,2010,2010,53786.85944,,
USA,United States,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2007,2007,USD,US Dollar,0,Units,2010,2010,54273.27466,,
USA,United States,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2008,2008,USD,US Dollar,0,Units,2010,2010,53692.47119,,
USA,United States,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2009,2009,USD,US Dollar,0,Units,2010,2010,51871.05831,,
USA,United States,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2010,2010,USD,US Dollar,0,Units,2010,2010,52762.31367,,
USA,United States,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2011,2011,USD,US Dollar,0,Units,2010,2010,53185.02183,,
USA,United States,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2012,2012,USD,US Dollar,0,Units,2010,2010,53987.73417,,
USA,United States,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2013,2013,USD,US Dollar,0,Units,2010,2010,54595.99933,,
USA,United States,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2014,2014,USD,US Dollar,0,Units,2010,2010,55521.68128,,
USA,United States,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2015,2015,USD,US Dollar,0,Units,2010,2010,56699.8991,,
USA,United States,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2016,2016,USD,US Dollar,0,Units,2010,2010,57171.27689,,
USA,United States,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2017,2017,USD,US Dollar,0,Units,2010,2010,58023.76135,,
AUS,Australia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2000,2000,USD,US Dollar,0,Units,2010,2010,37730.7319,,
AUS,Australia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2001,2001,USD,US Dollar,0,Units,2010,2010,38250.42216,,
AUS,Australia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2002,2002,USD,US Dollar,0,Units,2010,2010,39329.89284,,
AUS,Australia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2003,2003,USD,US Dollar,0,Units,2010,2010,40008.72012,,
AUS,Australia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2004,2004,USD,US Dollar,0,Units,2010,2010,41150.48772,,
AUS,Australia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2005,2005,USD,US Dollar,0,Units,2010,2010,41898.41199,,
AUS,Australia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2006,2006,USD,US Dollar,0,Units,2010,2010,42477.26761,,
AUS,Australia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2007,2007,USD,US Dollar,0,Units,2010,2010,43555.19146,,
AUS,Australia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2008,2008,USD,US Dollar,0,Units,2010,2010,43775.90122,,
AUS,Australia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2009,2009,USD,US Dollar,0,Units,2010,2010,43694.08631,,
AUS,Australia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2010,2010,USD,US Dollar,0,Units,2010,2010,44071.79147,,
AUS,Australia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2011,2011,USD,US Dollar,0,Units,2010,2010,44648.64767,,
AUS,Australia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2012,2012,USD,US Dollar,0,Units,2010,2010,45594.68617,,
AUS,Australia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2013,2013,USD,US Dollar,0,Units,2010,2010,45786.11413,,
AUS,Australia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2014,2014,USD,US Dollar,0,Units,2010,2010,46277.365,,
AUS,Australia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2015,2015,USD,US Dollar,0,Units,2010,2010,46738.20376,,
AUS,Australia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2016,2016,USD,US Dollar,0,Units,2010,2010,47293.0396,,
AUS,Australia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2017,2017,USD,US Dollar,0,Units,2010,2010,47641.83409,,
LTU,Lithuania,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2000,2000,USD,US Dollar,0,Units,2015,2015,13031.92884,,
LTU,Lithuania,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2001,2001,USD,US Dollar,0,Units,2015,2015,13996.90707,,
LTU,Lithuania,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2002,2002,USD,US Dollar,0,Units,2015,2015,15063.6446,,
LTU,Lithuania,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2003,2003,USD,US Dollar,0,Units,2015,2015,16786.94092,,
LTU,Lithuania,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2004,2004,USD,US Dollar,0,Units,2015,2015,18088.49537,,
LTU,Lithuania,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2005,2005,USD,US Dollar,0,Units,2015,2015,19806.34635,,
LTU,Lithuania,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2006,2006,USD,US Dollar,0,Units,2015,2015,21615.43758,,
LTU,Lithuania,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2007,2007,USD,US Dollar,0,Units,2015,2015,24298.88156,,
LTU,Lithuania,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2008,2008,USD,US Dollar,0,Units,2015,2015,25195.27626,,
LTU,Lithuania,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2009,2009,USD,US Dollar,0,Units,2015,2015,21702.44627,,
LTU,Lithuania,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2010,2010,USD,US Dollar,0,Units,2015,2015,22525.76161,,
LTU,Lithuania,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2011,2011,USD,US Dollar,0,Units,2015,2015,24432.64073,,
LTU,Lithuania,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2012,2012,USD,US Dollar,0,Units,2015,2015,25710.19018,,
LTU,Lithuania,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2013,2013,USD,US Dollar,0,Units,2015,2015,26880.34112,,
LTU,Lithuania,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2014,2014,USD,US Dollar,0,Units,2015,2015,28071.58875,,
LTU,Lithuania,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2015,2015,USD,US Dollar,0,Units,2015,2015,28909.50308,,
LTU,Lithuania,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2016,2016,USD,US Dollar,0,Units,2015,2015,29968.19106,,
LTU,Lithuania,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2017,2017,USD,US Dollar,0,Units,2015,2015,31716.96106,,
NZL,New Zealand,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2000,2000,USD,US Dollar,0,Units,2015,2015,29276.49172,,
NZL,New Zealand,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2001,2001,USD,US Dollar,0,Units,2015,2015,29656.18782,,
NZL,New Zealand,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2002,2002,USD,US Dollar,0,Units,2015,2015,30613.41353,,
NZL,New Zealand,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2003,2003,USD,US Dollar,0,Units,2015,2015,31434.22808,,
NZL,New Zealand,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2004,2004,USD,US Dollar,0,Units,2015,2015,32369.29951,,
NZL,New Zealand,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2005,2005,USD,US Dollar,0,Units,2015,2015,32821.13272,,
NZL,New Zealand,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2006,2006,USD,US Dollar,0,Units,2015,2015,33331.78374,,
NZL,New Zealand,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2007,2007,USD,US Dollar,0,Units,2015,2015,34336.54077,,
NZL,New Zealand,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2008,2008,USD,US Dollar,0,Units,2015,2015,33902.40892,,
NZL,New Zealand,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2009,2009,USD,US Dollar,0,Units,2015,2015,33648.00629,,
NZL,New Zealand,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2010,2010,USD,US Dollar,0,Units,2015,2015,33961.28919,,
NZL,New Zealand,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2011,2011,USD,US Dollar,0,Units,2015,2015,34369.53354,,
NZL,New Zealand,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2012,2012,USD,US Dollar,0,Units,2015,2015,35051.19506,,
NZL,New Zealand,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2013,2013,USD,US Dollar,0,Units,2015,2015,35483.46961,,
NZL,New Zealand,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2014,2014,USD,US Dollar,0,Units,2015,2015,36001.70851,,
NZL,New Zealand,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2015,2015,USD,US Dollar,0,Units,2015,2015,36721.21889,,
NZL,New Zealand,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2016,2016,USD,US Dollar,0,Units,2015,2015,37466.0341,,
NZL,New Zealand,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2017,2017,USD,US Dollar,0,Units,2015,2015,37662.67186,,
COL,Colombia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2000,2000,USD,US Dollar,0,Units,2015,2015,8911.658562,,
COL,Colombia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2001,2001,USD,US Dollar,0,Units,2015,2015,8946.188641,,
COL,Colombia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2002,2002,USD,US Dollar,0,Units,2015,2015,9055.86647,,
COL,Colombia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2003,2003,USD,US Dollar,0,Units,2015,2015,9293.735636,,
COL,Colombia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2004,2004,USD,US Dollar,0,Units,2015,2015,9669.333568,,
COL,Colombia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2005,2005,USD,US Dollar,0,Units,2015,2015,10001.64889,,
COL,Colombia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2006,2006,USD,US Dollar,0,Units,2015,2015,10552.40779,,
COL,Colombia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2007,2007,USD,US Dollar,0,Units,2015,2015,11141.38311,,
COL,Colombia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2008,2008,USD,US Dollar,0,Units,2015,2015,11368.59212,,
COL,Colombia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2009,2009,USD,US Dollar,0,Units,2015,2015,11370.64928,,
COL,Colombia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2010,2010,USD,US Dollar,0,Units,2015,2015,11726.61974,,
COL,Colombia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2011,2011,USD,US Dollar,0,Units,2015,2015,12443.7058,,
COL,Colombia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2012,2012,USD,US Dollar,0,Units,2015,2015,12780.27744,,
COL,Colombia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2013,2013,USD,US Dollar,0,Units,2015,2015,13210.9957,,
COL,Colombia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2014,2014,USD,US Dollar,0,Units,2015,2015,13678.6946,,
COL,Colombia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2015,2015,USD,US Dollar,0,Units,2015,2015,13924.79117,,
COL,Colombia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2016,2016,USD,US Dollar,0,Units,2015,2015,14056.06823,,
COL,Colombia,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2017,2017,USD,US Dollar,0,Units,2015,2015,14089.47853,,
ZAF,South Africa,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2002,2002,USD,US Dollar,0,Units,2015,2015,10795.28926,,
ZAF,South Africa,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2003,2003,USD,US Dollar,0,Units,2015,2015,10998.77226,,
ZAF,South Africa,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2004,2004,USD,US Dollar,0,Units,2015,2015,11377.30664,,
ZAF,South Africa,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2005,2005,USD,US Dollar,0,Units,2015,2015,11843.99458,,
ZAF,South Africa,GDPVD_CAP,"Gross domestic product per capita, volume in USD, at constant purchasing power parities",A,Annual,2006,2006,USD,US Dollar,0,Units,2015,2015,12358.40821,,
