COU,Country,VAR,Variable,YEA,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Land,Flag Codes,Flags
AUT,Austria,ARABLE_P,Arable and cropland % land area,2013,2013,PC,Percentage,0,Units,,,17.197,,
AUT,Austria,ARABLE_P,Arable and cropland % land area,2014,2014,PC,Percentage,0,Units,,,17.172,,
AUT,Austria,ARABLE_P,Arable and cropland % land area,2015,2015,PC,Percentage,0,Units,,,17.105,,
AUT,Austria,ARABLE_P,Arable and cropland % land area,2016,2016,PC,Percentage,0,Units,,,17.103,,
FIN,Finland,ARABLE_P,Arable and cropland % land area,2000,2000,PC,Percentage,0,Units,,,7.197,,
FIN,Finland,ARABLE_P,Arable and cropland % land area,2001,2001,PC,Percentage,0,Units,,,7.213,,
FIN,Finland,ARABLE_P,Arable and cropland % land area,2002,2002,PC,Percentage,0,Units,,,7.252,,
FIN,Finland,ARABLE_P,Arable and cropland % land area,2003,2003,PC,Percentage,0,Units,,,7.282,,
FIN,Finland,ARABLE_P,Arable and cropland % land area,2004,2004,PC,Percentage,0,Units,,,7.305,,
FIN,Finland,ARABLE_P,Arable and cropland % land area,2005,2005,PC,Percentage,0,Units,,,7.357,,
FIN,Finland,ARABLE_P,Arable and cropland % land area,2006,2006,PC,Percentage,0,Units,,,7.447,,
FIN,Finland,ARABLE_P,Arable and cropland % land area,2007,2007,PC,Percentage,0,Units,,,7.435,,
FIN,Finland,ARABLE_P,Arable and cropland % land area,2008,2008,PC,Percentage,0,Units,,,7.448,,
FIN,Finland,ARABLE_P,Arable and cropland % land area,2009,2009,PC,Percentage,0,Units,,,7.445,,
FIN,Finland,ARABLE_P,Arable and cropland % land area,2010,2010,PC,Percentage,0,Units,,,7.433,,
FIN,Finland,ARABLE_P,Arable and cropland % land area,2011,2011,PC,Percentage,0,Units,,,7.419,,
FIN,Finland,ARABLE_P,Arable and cropland % land area,2012,2012,PC,Percentage,0,Units,,,7.414,,
FIN,Finland,ARABLE_P,Arable and cropland % land area,2013,2013,PC,Percentage,0,Units,,,7.33,,
FIN,Finland,ARABLE_P,Arable and cropland % land area,2014,2014,PC,Percentage,0,Units,,,7.352,,
FIN,Finland,ARABLE_P,Arable and cropland % land area,2015,2015,PC,Percentage,0,Units,,,7.389,,
FIN,Finland,ARABLE_P,Arable and cropland % land area,2016,2016,PC,Percentage,0,Units,,,7.4,,
NOR,Norway,ARABLE_P,Arable and cropland % land area,2000,2000,PC,Percentage,0,Units,,,2.42,,
NOR,Norway,ARABLE_P,Arable and cropland % land area,2001,2001,PC,Percentage,0,Units,,,2.426,,
NOR,Norway,ARABLE_P,Arable and cropland % land area,2002,2002,PC,Percentage,0,Units,,,2.418,,
NOR,Norway,ARABLE_P,Arable and cropland % land area,2003,2003,PC,Percentage,0,Units,,,2.398,,
NOR,Norway,ARABLE_P,Arable and cropland % land area,2004,2004,PC,Percentage,0,Units,,,2.393,,
NOR,Norway,ARABLE_P,Arable and cropland % land area,2005,2005,PC,Percentage,0,Units,,,2.374,,
NOR,Norway,ARABLE_P,Arable and cropland % land area,2006,2006,PC,Percentage,0,Units,,,2.363,,
NOR,Norway,ARABLE_P,Arable and cropland % land area,2007,2007,PC,Percentage,0,Units,,,2.347,,
NOR,Norway,ARABLE_P,Arable and cropland % land area,2008,2008,PC,Percentage,0,Units,,,2.326,,
NOR,Norway,ARABLE_P,Arable and cropland % land area,2009,2009,PC,Percentage,0,Units,,,2.298,,
NOR,Norway,ARABLE_P,Arable and cropland % land area,2010,2010,PC,Percentage,0,Units,,,2.273,,
NOR,Norway,ARABLE_P,Arable and cropland % land area,2011,2011,PC,Percentage,0,Units,,,2.252,,
NOR,Norway,ARABLE_P,Arable and cropland % land area,2012,2012,PC,Percentage,0,Units,,,2.235,,
NOR,Norway,ARABLE_P,Arable and cropland % land area,2013,2013,PC,Percentage,0,Units,,,2.22,,
NOR,Norway,ARABLE_P,Arable and cropland % land area,2014,2014,PC,Percentage,0,Units,,,2.222,,
NOR,Norway,ARABLE_P,Arable and cropland % land area,2015,2015,PC,Percentage,0,Units,,,2.219,,
NOR,Norway,ARABLE_P,Arable and cropland % land area,2016,2016,PC,Percentage,0,Units,,,2.213,,
ISL,Iceland,ARABLE_P,Arable and cropland % land area,2000,2000,PC,Percentage,0,Units,,,1.287,,
ISL,Iceland,ARABLE_P,Arable and cropland % land area,2001,2001,PC,Percentage,0,Units,,,1.287,,
ISL,Iceland,ARABLE_P,Arable and cropland % land area,2002,2002,PC,Percentage,0,Units,,,1.287,,
ISL,Iceland,ARABLE_P,Arable and cropland % land area,2003,2003,PC,Percentage,0,Units,,,1.287,,
ISL,Iceland,ARABLE_P,Arable and cropland % land area,2004,2004,PC,Percentage,0,Units,,,1.287,,
ISL,Iceland,ARABLE_P,Arable and cropland % land area,2005,2005,PC,Percentage,0,Units,,,1.287,,
ISL,Iceland,ARABLE_P,Arable and cropland % land area,2006,2006,PC,Percentage,0,Units,,,1.287,,
ISL,Iceland,ARABLE_P,Arable and cropland % land area,2007,2007,PC,Percentage,0,Units,,,1.247,,
ISL,Iceland,ARABLE_P,Arable and cropland % land area,2008,2008,PC,Percentage,0,Units,,,1.247,,
ISL,Iceland,ARABLE_P,Arable and cropland % land area,2009,2009,PC,Percentage,0,Units,,,1.237,,
ISL,Iceland,ARABLE_P,Arable and cropland % land area,2010,2010,PC,Percentage,0,Units,,,1.227,,
ISL,Iceland,ARABLE_P,Arable and cropland % land area,2011,2011,PC,Percentage,0,Units,,,1.219,,
ISL,Iceland,ARABLE_P,Arable and cropland % land area,2012,2012,PC,Percentage,0,Units,,,1.209,,
ISL,Iceland,ARABLE_P,Arable and cropland % land area,2013,2013,PC,Percentage,0,Units,,,1.209,,
ISL,Iceland,ARABLE_P,Arable and cropland % land area,2014,2014,PC,Percentage,0,Units,,,1.209,,
ISL,Iceland,ARABLE_P,Arable and cropland % land area,2015,2015,PC,Percentage,0,Units,,,1.207,,
ISL,Iceland,ARABLE_P,Arable and cropland % land area,2016,2016,PC,Percentage,0,Units,,,1.207,,
SWE,Sweden,ARABLE_P,Arable and cropland % land area,2000,2000,PC,Percentage,0,Units,,,6.595,,
SWE,Sweden,ARABLE_P,Arable and cropland % land area,2001,2001,PC,Percentage,0,Units,,,6.565,,
SWE,Sweden,ARABLE_P,Arable and cropland % land area,2002,2002,PC,Percentage,0,Units,,,6.531,,
SWE,Sweden,ARABLE_P,Arable and cropland % land area,2003,2003,PC,Percentage,0,Units,,,6.504,,
SWE,Sweden,ARABLE_P,Arable and cropland % land area,2004,2004,PC,Percentage,0,Units,,,6.485,,
SWE,Sweden,ARABLE_P,Arable and cropland % land area,2005,2005,PC,Percentage,0,Units,,,6.587,,
SWE,Sweden,ARABLE_P,Arable and cropland % land area,2006,2006,PC,Percentage,0,Units,,,6.482,,
SWE,Sweden,ARABLE_P,Arable and cropland % land area,2007,2007,PC,Percentage,0,Units,,,6.453,,
SWE,Sweden,ARABLE_P,Arable and cropland % land area,2008,2008,PC,Percentage,0,Units,,,6.422,,
SWE,Sweden,ARABLE_P,Arable and cropland % land area,2009,2009,PC,Percentage,0,Units,,,6.441,,
SWE,Sweden,ARABLE_P,Arable and cropland % land area,2010,2010,PC,Percentage,0,Units,,,6.419,,
SWE,Sweden,ARABLE_P,Arable and cropland % land area,2011,2011,PC,Percentage,0,Units,,,6.383,,
SWE,Sweden,ARABLE_P,Arable and cropland % land area,2012,2012,PC,Percentage,0,Units,,,6.403,,
SWE,Sweden,ARABLE_P,Arable and cropland % land area,2013,2013,PC,Percentage,0,Units,,,6.395,,
SWE,Sweden,ARABLE_P,Arable and cropland % land area,2014,2014,PC,Percentage,0,Units,,,6.376,,
SWE,Sweden,ARABLE_P,Arable and cropland % land area,2015,2015,PC,Percentage,0,Units,,,6.359,,
SWE,Sweden,ARABLE_P,Arable and cropland % land area,2016,2016,PC,Percentage,0,Units,,,6.333,,
SVN,Slovenia,ARABLE_P,Arable and cropland % land area,2000,2000,PC,Percentage,0,Units,,,10.129,,
SVN,Slovenia,ARABLE_P,Arable and cropland % land area,2001,2001,PC,Percentage,0,Units,,,10.079,,
SVN,Slovenia,ARABLE_P,Arable and cropland % land area,2002,2002,PC,Percentage,0,Units,,,9.831,,
SVN,Slovenia,ARABLE_P,Arable and cropland % land area,2003,2003,PC,Percentage,0,Units,,,10.03,,
SVN,Slovenia,ARABLE_P,Arable and cropland % land area,2004,2004,PC,Percentage,0,Units,,,10.179,,
SVN,Slovenia,ARABLE_P,Arable and cropland % land area,2005,2005,PC,Percentage,0,Units,,,10.129,,
SVN,Slovenia,ARABLE_P,Arable and cropland % land area,2006,2006,PC,Percentage,0,Units,,,10.228,,
SVN,Slovenia,ARABLE_P,Arable and cropland % land area,2007,2007,PC,Percentage,0,Units,,,9.98,,
SVN,Slovenia,ARABLE_P,Arable and cropland % land area,2008,2008,PC,Percentage,0,Units,,,11.589,B,Break
SVN,Slovenia,ARABLE_P,Arable and cropland % land area,2009,2009,PC,Percentage,0,Units,,,11.672,,
SVN,Slovenia,ARABLE_P,Arable and cropland % land area,2010,2010,PC,Percentage,0,Units,,,11.73,,
SVN,Slovenia,ARABLE_P,Arable and cropland % land area,2011,2011,PC,Percentage,0,Units,,,11.759,,
SVN,Slovenia,ARABLE_P,Arable and cropland % land area,2012,2012,PC,Percentage,0,Units,,,11.698,,
SVN,Slovenia,ARABLE_P,Arable and cropland % land area,2013,2013,PC,Percentage,0,Units,,,11.781,,
SVN,Slovenia,ARABLE_P,Arable and cropland % land area,2014,2014,PC,Percentage,0,Units,,,11.773,,
SVN,Slovenia,ARABLE_P,Arable and cropland % land area,2015,2015,PC,Percentage,0,Units,,,11.783,,
SVN,Slovenia,ARABLE_P,Arable and cropland % land area,2016,2016,PC,Percentage,0,Units,,,11.802,,
TUR,Turkey,ARABLE_P,Arable and cropland % land area,2000,2000,PC,Percentage,0,Units,,,34.275,,
TUR,Turkey,ARABLE_P,Arable and cropland % land area,2001,2001,PC,Percentage,0,Units,,,34.239,,
TUR,Turkey,ARABLE_P,Arable and cropland % land area,2002,2002,PC,Percentage,0,Units,,,34.535,,
TUR,Turkey,ARABLE_P,Arable and cropland % land area,2003,2003,PC,Percentage,0,Units,,,33.818,,
TUR,Turkey,ARABLE_P,Arable and cropland % land area,2004,2004,PC,Percentage,0,Units,,,34.553,,
TUR,Turkey,ARABLE_P,Arable and cropland % land area,2005,2005,PC,Percentage,0,Units,,,34.57,,
TUR,Turkey,ARABLE_P,Arable and cropland % land area,2006,2006,PC,Percentage,0,Units,,,33.621,,
TUR,Turkey,ARABLE_P,Arable and cropland % land area,2007,2007,PC,Percentage,0,Units,,,32.338,,
TUR,Turkey,ARABLE_P,Arable and cropland % land area,2008,2008,PC,Percentage,0,Units,,,31.84,,
TUR,Turkey,ARABLE_P,Arable and cropland % land area,2009,2009,PC,Percentage,0,Units,,,31.566,,
TUR,Turkey,ARABLE_P,Arable and cropland % land area,2010,2010,PC,Percentage,0,Units,,,31.697,,
TUR,Turkey,ARABLE_P,Arable and cropland % land area,2011,2011,PC,Percentage,0,Units,,,30.703,,
TUR,Turkey,ARABLE_P,Arable and cropland % land area,2012,2012,PC,Percentage,0,Units,,,30.911,,
TUR,Turkey,ARABLE_P,Arable and cropland % land area,2013,2013,PC,Percentage,0,Units,,,30.932,,
TUR,Turkey,ARABLE_P,Arable and cropland % land area,2014,2014,PC,Percentage,0,Units,,,31.111,,
TUR,Turkey,ARABLE_P,Arable and cropland % land area,2015,2015,PC,Percentage,0,Units,,,31.092,,
TUR,Turkey,ARABLE_P,Arable and cropland % land area,2016,2016,PC,Percentage,0,Units,,,30.807,,
HUN,Hungary,ARABLE_P,Arable and cropland % land area,2000,2000,PC,Percentage,0,Units,,,53.593,,
HUN,Hungary,ARABLE_P,Arable and cropland % land area,2001,2001,PC,Percentage,0,Units,,,53.604,,
HUN,Hungary,ARABLE_P,Arable and cropland % land area,2002,2002,PC,Percentage,0,Units,,,53.403,,
HUN,Hungary,ARABLE_P,Arable and cropland % land area,2003,2003,PC,Percentage,0,Units,,,53.593,,
HUN,Hungary,ARABLE_P,Arable and cropland % land area,2004,2004,PC,Percentage,0,Units,,,53.604,,
HUN,Hungary,ARABLE_P,Arable and cropland % land area,2005,2005,PC,Percentage,0,Units,,,53.632,,
HUN,Hungary,ARABLE_P,Arable and cropland % land area,2006,2006,PC,Percentage,0,Units,,,53.498,,
HUN,Hungary,ARABLE_P,Arable and cropland % land area,2007,2007,PC,Percentage,0,Units,,,53.454,,
HUN,Hungary,ARABLE_P,Arable and cropland % land area,2008,2008,PC,Percentage,0,Units,,,53.342,,
HUN,Hungary,ARABLE_P,Arable and cropland % land area,2009,2009,PC,Percentage,0,Units,,,52.789,,
HUN,Hungary,ARABLE_P,Arable and cropland % land area,2010,2010,PC,Percentage,0,Units,,,50.591,,
HUN,Hungary,ARABLE_P,Arable and cropland % land area,2011,2011,PC,Percentage,0,Units,,,50.569,,
HUN,Hungary,ARABLE_P,Arable and cropland % land area,2012,2012,PC,Percentage,0,Units,,,50.58,,
HUN,Hungary,ARABLE_P,Arable and cropland % land area,2013,2013,PC,Percentage,0,Units,,,49.685,,
HUN,Hungary,ARABLE_P,Arable and cropland % land area,2014,2014,PC,Percentage,0,Units,,,49.74,,
HUN,Hungary,ARABLE_P,Arable and cropland % land area,2015,2015,PC,Percentage,0,Units,,,49.74,,
HUN,Hungary,ARABLE_P,Arable and cropland % land area,2016,2016,PC,Percentage,0,Units,,,49.707,,
EST,Estonia,ARABLE_P,Arable and cropland % land area,2000,2000,PC,Percentage,0,Units,,,20.17,,
EST,Estonia,ARABLE_P,Arable and cropland % land area,2001,2001,PC,Percentage,0,Units,,,16.419,,
EST,Estonia,ARABLE_P,Arable and cropland % land area,2002,2002,PC,Percentage,0,Units,,,14.89,,
EST,Estonia,ARABLE_P,Arable and cropland % land area,2003,2003,PC,Percentage,0,Units,,,13.227,,
EST,Estonia,ARABLE_P,Arable and cropland % land area,2004,2004,PC,Percentage,0,Units,,,12.6,,
EST,Estonia,ARABLE_P,Arable and cropland % land area,2005,2005,PC,Percentage,0,Units,,,14.223,,
EST,Estonia,ARABLE_P,Arable and cropland % land area,2006,2006,PC,Percentage,0,Units,,,13.399,,
EST,Estonia,ARABLE_P,Arable and cropland % land area,2007,2007,PC,Percentage,0,Units,,,14.334,,
EST,Estonia,ARABLE_P,Arable and cropland % land area,2008,2008,PC,Percentage,0,Units,,,14.291,,
EST,Estonia,ARABLE_P,Arable and cropland % land area,2009,2009,PC,Percentage,0,Units,,,14.26,,
EST,Estonia,ARABLE_P,Arable and cropland % land area,2010,2010,PC,Percentage,0,Units,,,15.383,,
EST,Estonia,ARABLE_P,Arable and cropland % land area,2011,2011,PC,Percentage,0,Units,,,15.084,,
EST,Estonia,ARABLE_P,Arable and cropland % land area,2012,2012,PC,Percentage,0,Units,,,14.798,,
EST,Estonia,ARABLE_P,Arable and cropland % land area,2013,2013,PC,Percentage,0,Units,,,14.746,,
EST,Estonia,ARABLE_P,Arable and cropland % land area,2014,2014,PC,Percentage,0,Units,,,15.114,,
EST,Estonia,ARABLE_P,Arable and cropland % land area,2015,2015,PC,Percentage,0,Units,,,15.597,,
EST,Estonia,ARABLE_P,Arable and cropland % land area,2016,2016,PC,Percentage,0,Units,,,16.08,,
KOR,Korea,ARABLE_P,Arable and cropland % land area,2000,2000,PC,Percentage,0,Units,,,19.884,,
KOR,Korea,ARABLE_P,Arable and cropland % land area,2001,2001,PC,Percentage,0,Units,,,19.527,,
KOR,Korea,ARABLE_P,Arable and cropland % land area,2002,2002,PC,Percentage,0,Units,,,19.248,,
KOR,Korea,ARABLE_P,Arable and cropland % land area,2003,2003,PC,Percentage,0,Units,,,19.07,,
KOR,Korea,ARABLE_P,Arable and cropland % land area,2004,2004,PC,Percentage,0,Units,,,18.963,,
KOR,Korea,ARABLE_P,Arable and cropland % land area,2005,2005,PC,Percentage,0,Units,,,18.833,,
KOR,Korea,ARABLE_P,Arable and cropland % land area,2006,2006,PC,Percentage,0,Units,,,18.58,,
KOR,Korea,ARABLE_P,Arable and cropland % land area,2007,2007,PC,Percentage,0,Units,,,18.386,,
KOR,Korea,ARABLE_P,Arable and cropland % land area,2008,2008,PC,Percentage,0,Units,,,18.136,,
KOR,Korea,ARABLE_P,Arable and cropland % land area,2009,2009,PC,Percentage,0,Units,,,17.896,,
KOR,Korea,ARABLE_P,Arable and cropland % land area,2010,2010,PC,Percentage,0,Units,,,17.644,,
KOR,Korea,ARABLE_P,Arable and cropland % land area,2011,2011,PC,Percentage,0,Units,,,17.471,,
KOR,Korea,ARABLE_P,Arable and cropland % land area,2012,2012,PC,Percentage,0,Units,,,17.778,,
KOR,Korea,ARABLE_P,Arable and cropland % land area,2013,2013,PC,Percentage,0,Units,,,17.562,,
KOR,Korea,ARABLE_P,Arable and cropland % land area,2014,2014,PC,Percentage,0,Units,,,17.356,,
KOR,Korea,ARABLE_P,Arable and cropland % land area,2015,2015,PC,Percentage,0,Units,,,17.23,,
KOR,Korea,ARABLE_P,Arable and cropland % land area,2016,2016,PC,Percentage,0,Units,,,16.863,,
CAN,Canada,ARABLE_P,Arable and cropland % land area,2000,2000,PC,Percentage,0,Units,,,5.738,,
CAN,Canada,ARABLE_P,Arable and cropland % land area,2001,2001,PC,Percentage,0,Units,,,5.731,,
CAN,Canada,ARABLE_P,Arable and cropland % land area,2002,2002,PC,Percentage,0,Units,,,5.731,,
CAN,Canada,ARABLE_P,Arable and cropland % land area,2003,2003,PC,Percentage,0,Units,,,5.732,,
CAN,Canada,ARABLE_P,Arable and cropland % land area,2004,2004,PC,Percentage,0,Units,,,5.733,,
CAN,Canada,ARABLE_P,Arable and cropland % land area,2005,2005,PC,Percentage,0,Units,,,5.734,,
CAN,Canada,ARABLE_P,Arable and cropland % land area,2006,2006,PC,Percentage,0,Units,,,5.555,B,Break
CAN,Canada,ARABLE_P,Arable and cropland % land area,2007,2007,PC,Percentage,0,Units,,,5.497,,
CAN,Canada,ARABLE_P,Arable and cropland % land area,2008,2008,PC,Percentage,0,Units,,,5.44,,
CAN,Canada,ARABLE_P,Arable and cropland % land area,2009,2009,PC,Percentage,0,Units,,,5.382,,
CAN,Canada,ARABLE_P,Arable and cropland % land area,2010,2010,PC,Percentage,0,Units,,,5.324,,
CAN,Canada,ARABLE_P,Arable and cropland % land area,2011,2011,PC,Percentage,0,Units,,,5.267,,
CAN,Canada,ARABLE_P,Arable and cropland % land area,2012,2012,PC,Percentage,0,Units,,,5.278,,
CAN,Canada,ARABLE_P,Arable and cropland % land area,2013,2013,PC,Percentage,0,Units,,,5.29,,
CAN,Canada,ARABLE_P,Arable and cropland % land area,2014,2014,PC,Percentage,0,Units,,,5.301,,
CAN,Canada,ARABLE_P,Arable and cropland % land area,2015,2015,PC,Percentage,0,Units,,,5.312,,
CAN,Canada,ARABLE_P,Arable and cropland % land area,2016,2016,PC,Percentage,0,Units,,,5.324,,
USA,United States,ARABLE_P,Arable and cropland % land area,2000,2000,PC,Percentage,0,Units,,,19.436,,
USA,United States,ARABLE_P,Arable and cropland % land area,2001,2001,PC,Percentage,0,Units,,,19.439,,
USA,United States,ARABLE_P,Arable and cropland % land area,2002,2002,PC,Percentage,0,Units,,,19.178,,
USA,United States,ARABLE_P,Arable and cropland % land area,2003,2003,PC,Percentage,0,Units,,,19.031,,
USA,United States,ARABLE_P,Arable and cropland % land area,2004,2004,PC,Percentage,0,Units,,,18.528,,
USA,United States,ARABLE_P,Arable and cropland % land area,2005,2005,PC,Percentage,0,Units,,,18.317,,
USA,United States,ARABLE_P,Arable and cropland % land area,2006,2006,PC,Percentage,0,Units,,,17.796,,
USA,United States,ARABLE_P,Arable and cropland % land area,2007,2007,PC,Percentage,0,Units,,,17.953,,
USA,United States,ARABLE_P,Arable and cropland % land area,2008,2008,PC,Percentage,0,Units,,,17.974,B,Break
USA,United States,ARABLE_P,Arable and cropland % land area,2009,2009,PC,Percentage,0,Units,,,17.553,,
USA,United States,ARABLE_P,Arable and cropland % land area,2010,2010,PC,Percentage,0,Units,,,17.33,,
USA,United States,ARABLE_P,Arable and cropland % land area,2011,2011,PC,Percentage,0,Units,,,16.865,,
USA,United States,ARABLE_P,Arable and cropland % land area,2012,2012,PC,Percentage,0,Units,,,17.241,,
USA,United States,ARABLE_P,Arable and cropland % land area,2013,2013,PC,Percentage,0,Units,,,16.927,,
USA,United States,ARABLE_P,Arable and cropland % land area,2014,2014,PC,Percentage,0,Units,,,17.149,,
USA,United States,ARABLE_P,Arable and cropland % land area,2015,2015,PC,Percentage,0,Units,,,16.93,,
USA,United States,ARABLE_P,Arable and cropland % land area,2016,2016,PC,Percentage,0,Units,,,16.93,,
MEX,Mexico,ARABLE_P,Arable and cropland % land area,2000,2000,PC,Percentage,0,Units,,,13.055,,
MEX,Mexico,ARABLE_P,Arable and cropland % land area,2001,2001,PC,Percentage,0,Units,,,13.191,,
MEX,Mexico,ARABLE_P,Arable and cropland % land area,2002,2002,PC,Percentage,0,Units,,,13.225,,
MEX,Mexico,ARABLE_P,Arable and cropland % land area,2003,2003,PC,Percentage,0,Units,,,13.258,,
MEX,Mexico,ARABLE_P,Arable and cropland % land area,2004,2004,PC,Percentage,0,Units,,,13.291,,
MEX,Mexico,ARABLE_P,Arable and cropland % land area,2005,2005,PC,Percentage,0,Units,,,13.325,,
MEX,Mexico,ARABLE_P,Arable and cropland % land area,2006,2006,PC,Percentage,0,Units,,,13.358,,
MEX,Mexico,ARABLE_P,Arable and cropland % land area,2007,2007,PC,Percentage,0,Units,,,13.449,,
MEX,Mexico,ARABLE_P,Arable and cropland % land area,2008,2008,PC,Percentage,0,Units,,,13.376,,
MEX,Mexico,ARABLE_P,Arable and cropland % land area,2009,2009,PC,Percentage,0,Units,,,13.312,,
MEX,Mexico,ARABLE_P,Arable and cropland % land area,2010,2010,PC,Percentage,0,Units,,,13.456,,
MEX,Mexico,ARABLE_P,Arable and cropland % land area,2011,2011,PC,Percentage,0,Units,,,13.199,,
MEX,Mexico,ARABLE_P,Arable and cropland % land area,2012,2012,PC,Percentage,0,Units,,,13.276,,
MEX,Mexico,ARABLE_P,Arable and cropland % land area,2013,2013,PC,Percentage,0,Units,,,13.329,,
MEX,Mexico,ARABLE_P,Arable and cropland % land area,2014,2014,PC,Percentage,0,Units,,,13.365,,
MEX,Mexico,ARABLE_P,Arable and cropland % land area,2015,2015,PC,Percentage,0,Units,,,13.231,,
MEX,Mexico,ARABLE_P,Arable and cropland % land area,2016,2016,PC,Percentage,0,Units,,,12.957,,
DEU,Germany,ARABLE_P,Arable and cropland % land area,2000,2000,PC,Percentage,0,Units,,,34.446,,
DEU,Germany,ARABLE_P,Arable and cropland % land area,2001,2001,PC,Percentage,0,Units,,,34.454,,
DEU,Germany,ARABLE_P,Arable and cropland % land area,2002,2002,PC,Percentage,0,Units,,,34.389,,
DEU,Germany,ARABLE_P,Arable and cropland % land area,2003,2003,PC,Percentage,0,Units,,,34.497,,
DEU,Germany,ARABLE_P,Arable and cropland % land area,2004,2004,PC,Percentage,0,Units,,,34.693,,
DEU,Germany,ARABLE_P,Arable and cropland % land area,2005,2005,PC,Percentage,0,Units,,,34.7,,
DEU,Germany,ARABLE_P,Arable and cropland % land area,2006,2006,PC,Percentage,0,Units,,,34.595,,
DEU,Germany,ARABLE_P,Arable and cropland % land area,2007,2007,PC,Percentage,0,Units,,,34.632,,
DEU,Germany,ARABLE_P,Arable and cropland % land area,2008,2008,PC,Percentage,0,Units,,,34.799,,
DEU,Germany,ARABLE_P,Arable and cropland % land area,2009,2009,PC,Percentage,0,Units,,,34.838,,
DEU,Germany,ARABLE_P,Arable and cropland % land area,2010,2010,PC,Percentage,0,Units,,,34.555,,
DEU,Germany,ARABLE_P,Arable and cropland % land area,2011,2011,PC,Percentage,0,Units,,,34.643,,
DEU,Germany,ARABLE_P,Arable and cropland % land area,2012,2012,PC,Percentage,0,Units,,,34.527,,
DEU,Germany,ARABLE_P,Arable and cropland % land area,2013,2013,PC,Percentage,0,Units,,,34.614,,
DEU,Germany,ARABLE_P,Arable and cropland % land area,2014,2014,PC,Percentage,0,Units,,,34.606,,
DEU,Germany,ARABLE_P,Arable and cropland % land area,2015,2015,PC,Percentage,0,Units,,,34.553,,
DEU,Germany,ARABLE_P,Arable and cropland % land area,2016,2016,PC,Percentage,0,Units,,,34.243,,
CHL,Chile,ARABLE_P,Arable and cropland % land area,2000,2000,PC,Percentage,0,Units,,,2.838,,
CHL,Chile,ARABLE_P,Arable and cropland % land area,2001,2001,PC,Percentage,0,Units,,,2.892,,
CHL,Chile,ARABLE_P,Arable and cropland % land area,2002,2002,PC,Percentage,0,Units,,,2.777,,
CHL,Chile,ARABLE_P,Arable and cropland % land area,2003,2003,PC,Percentage,0,Units,,,2.589,,
CHL,Chile,ARABLE_P,Arable and cropland % land area,2004,2004,PC,Percentage,0,Units,,,2.602,,
CHL,Chile,ARABLE_P,Arable and cropland % land area,2005,2005,PC,Percentage,0,Units,,,2.535,,
CHL,Chile,ARABLE_P,Arable and cropland % land area,2006,2006,PC,Percentage,0,Units,,,2.421,,
CHL,Chile,ARABLE_P,Arable and cropland % land area,2007,2007,PC,Percentage,0,Units,,,2.312,,
CHL,Chile,ARABLE_P,Arable and cropland % land area,2008,2008,PC,Percentage,0,Units,,,2.379,,
CHL,Chile,ARABLE_P,Arable and cropland % land area,2009,2009,PC,Percentage,0,Units,,,2.376,,
CHL,Chile,ARABLE_P,Arable and cropland % land area,2010,2010,PC,Percentage,0,Units,,,2.324,,
CHL,Chile,ARABLE_P,Arable and cropland % land area,2011,2011,PC,Percentage,0,Units,,,2.386,,
CHL,Chile,ARABLE_P,Arable and cropland % land area,2012,2012,PC,Percentage,0,Units,,,2.34,,
CHL,Chile,ARABLE_P,Arable and cropland % land area,2013,2013,PC,Percentage,0,Units,,,2.375,,
CHL,Chile,ARABLE_P,Arable and cropland % land area,2014,2014,PC,Percentage,0,Units,,,2.349,,
CHL,Chile,ARABLE_P,Arable and cropland % land area,2015,2015,PC,Percentage,0,Units,,,2.381,,
CHL,Chile,ARABLE_P,Arable and cropland % land area,2016,2016,PC,Percentage,0,Units,,,2.322,,
PRT,Portugal,ARABLE_P,Arable and cropland % land area,2000,2000,PC,Percentage,0,Units,,,27.753,,
PRT,Portugal,ARABLE_P,Arable and cropland % land area,2001,2001,PC,Percentage,0,Units,,,26.347,,
PRT,Portugal,ARABLE_P,Arable and cropland % land area,2002,2002,PC,Percentage,0,Units,,,26.323,,
PRT,Portugal,ARABLE_P,Arable and cropland % land area,2003,2003,PC,Percentage,0,Units,,,25.337,,
PRT,Portugal,ARABLE_P,Arable and cropland % land area,2004,2004,PC,Percentage,0,Units,,,24.455,,
PRT,Portugal,ARABLE_P,Arable and cropland % land area,2005,2005,PC,Percentage,0,Units,,,22.465,,
PRT,Portugal,ARABLE_P,Arable and cropland % land area,2006,2006,PC,Percentage,0,Units,,,21.679,,
PRT,Portugal,ARABLE_P,Arable and cropland % land area,2007,2007,PC,Percentage,0,Units,,,20.545,,
PRT,Portugal,ARABLE_P,Arable and cropland % land area,2008,2008,PC,Percentage,0,Units,,,21.244,,
PRT,Portugal,ARABLE_P,Arable and cropland % land area,2009,2009,PC,Percentage,0,Units,,,20.865,,
PRT,Portugal,ARABLE_P,Arable and cropland % land area,2010,2010,PC,Percentage,0,Units,,,20.325,,
PRT,Portugal,ARABLE_P,Arable and cropland % land area,2011,2011,PC,Percentage,0,Units,,,20.185,,
PRT,Portugal,ARABLE_P,Arable and cropland % land area,2012,2012,PC,Percentage,0,Units,,,20.262,,
