LOCATION,Country,SUBJECT,Subject,FREQUENCY,Frequency,TIME,Time,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Growth,Flag Codes,Flags
HUN,Hungary,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2014,2014,PC,Percentage,0,Units,,,-0.3032447,,
TUR,Turkey,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2000,2000,PC,Percentage,0,Units,,,1.427863,,
TUR,Turkey,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2001,2001,PC,Percentage,0,Units,,,1.396603,,
TUR,Turkey,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2002,2002,PC,Percentage,0,Units,,,1.28314,,
TUR,Turkey,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2003,2003,PC,Percentage,0,Units,,,1.200023,,
TUR,Turkey,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2004,2004,PC,Percentage,0,Units,,,1.203968,,
TUR,Turkey,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2005,2005,PC,Percentage,0,Units,,,1.237662,,
TUR,Turkey,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2006,2006,PC,Percentage,0,Units,,,1.256474,,
TUR,Turkey,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2007,2007,PC,Percentage,0,Units,,,1.245191,,
TUR,Turkey,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2008,2008,PC,Percentage,0,Units,,,1.273647,,
TUR,Turkey,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2009,2009,PC,Percentage,0,Units,,,1.389873,,
TUR,Turkey,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2010,2010,PC,Percentage,0,Units,,,1.531033,,
TUR,Turkey,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2011,2011,PC,Percentage,0,Units,,,1.478598,,
TUR,Turkey,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2012,2012,PC,Percentage,0,Units,,,1.282877,,
TUR,Turkey,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2013,2013,PC,Percentage,0,Units,,,1.16898,,
TUR,Turkey,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2014,2014,PC,Percentage,0,Units,,,1.115322,,
KOR,Korea,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2000,2000,PC,Percentage,0,Units,,,0.8396866,,
KOR,Korea,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2001,2001,PC,Percentage,0,Units,,,0.742959,,
KOR,Korea,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2002,2002,PC,Percentage,0,Units,,,0.5591887,,
KOR,Korea,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2003,2003,PC,Percentage,0,Units,,,0.4979444,,
KOR,Korea,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2004,2004,PC,Percentage,0,Units,,,0.3763197,,
KOR,Korea,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2005,2005,PC,Percentage,0,Units,,,0.2053772,,
KOR,Korea,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2006,2006,PC,Percentage,0,Units,,,0.4858295,,
KOR,Korea,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2007,2007,PC,Percentage,0,Units,,,0.4666052,,
KOR,Korea,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2008,2008,PC,Percentage,0,Units,,,0.7223518,,
KOR,Korea,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2009,2009,PC,Percentage,0,Units,,,0.4767032,,
KOR,Korea,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2010,2010,PC,Percentage,0,Units,,,0.4642508,B,Break
KOR,Korea,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2011,2011,PC,Percentage,0,Units,,,0.7469566,,
KOR,Korea,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2012,2012,PC,Percentage,0,Units,,,0.4519958,,
KOR,Korea,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2013,2013,PC,Percentage,0,Units,,,0.4310797,,
KOR,Korea,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2014,2014,PC,Percentage,0,Units,,,0.4062127,,
AUT,Austria,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2000,2000,PC,Percentage,0,Units,,,0.2407686,,
AUT,Austria,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2001,2001,PC,Percentage,0,Units,,,0.383533,,
AUT,Austria,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2002,2002,PC,Percentage,0,Units,,,0.4952319,,
AUT,Austria,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2003,2003,PC,Percentage,0,Units,,,0.4469619,,
AUT,Austria,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2004,2004,PC,Percentage,0,Units,,,0.6306289,,
AUT,Austria,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2005,2005,PC,Percentage,0,Units,,,0.6834862,,
AUT,Austria,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2006,2006,PC,Percentage,0,Units,,,0.5187666,,
AUT,Austria,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2007,2007,PC,Percentage,0,Units,,,0.3294772,,
AUT,Austria,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2008,2008,PC,Percentage,0,Units,,,0.3176781,,
AUT,Austria,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2009,2009,PC,Percentage,0,Units,,,0.2396431,,
AUT,Austria,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2010,2010,PC,Percentage,0,Units,,,0.2348024,,
AUT,Austria,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2011,2011,PC,Percentage,0,Units,,,0.3284867,,
AUT,Austria,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2012,2012,PC,Percentage,0,Units,,,0.4503409,,
AUT,Austria,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2013,2013,PC,Percentage,0,Units,,,0.5015125,B,Break
AUS,Australia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2000,2000,PC,Percentage,0,Units,,,1.153519,,
AUS,Australia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2001,2001,PC,Percentage,0,Units,,,1.292764,,
AUS,Australia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2002,2002,PC,Percentage,0,Units,,,1.141375,,
AUS,Australia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2003,2003,PC,Percentage,0,Units,,,1.159272,,
AUS,Australia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2004,2004,PC,Percentage,0,Units,,,1.074996,,
AUS,Australia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2005,2005,PC,Percentage,0,Units,,,1.224101,,
AUS,Australia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2006,2006,PC,Percentage,0,Units,,,1.357982,,
AUS,Australia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2007,2007,PC,Percentage,0,Units,,,1.843431,,
AUS,Australia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2008,2008,PC,Percentage,0,Units,,,2.021317,,
AUS,Australia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2009,2009,PC,Percentage,0,Units,,,2.084804,,
AUS,Australia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2010,2010,PC,Percentage,0,Units,,,1.567398,,
AUS,Australia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2011,2011,PC,Percentage,0,Units,,,1.397967,,
AUS,Australia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2012,2012,PC,Percentage,0,Units,,,1.736795,,
AUS,Australia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2013,2013,PC,Percentage,0,Units,,,1.751144,,
AUS,Australia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2014,2014,PC,Percentage,0,Units,,,1.57831,,
MEX,Mexico,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2000,2000,PC,Percentage,0,Units,,,1.363052,,
MEX,Mexico,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2001,2001,PC,Percentage,0,Units,,,1.297225,,
MEX,Mexico,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2002,2002,PC,Percentage,0,Units,,,1.197253,,
MEX,Mexico,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2003,2003,PC,Percentage,0,Units,,,1.080356,,
MEX,Mexico,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2004,2004,PC,Percentage,0,Units,,,0.9826631,,
MEX,Mexico,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2005,2005,PC,Percentage,0,Units,,,4.028222,,
MEX,Mexico,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2006,2006,PC,Percentage,0,Units,,,1.173872,,
MEX,Mexico,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2007,2007,PC,Percentage,0,Units,,,1.271632,,
MEX,Mexico,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2008,2008,PC,Percentage,0,Units,,,1.376868,,
MEX,Mexico,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2009,2009,PC,Percentage,0,Units,,,1.395861,,
MEX,Mexico,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2010,2010,PC,Percentage,0,Units,,,1.243181,,
MEX,Mexico,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2011,2011,PC,Percentage,0,Units,,,1.249228,,
MEX,Mexico,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2012,2012,PC,Percentage,0,Units,,,1.185035,,
MEX,Mexico,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2013,2013,PC,Percentage,0,Units,,,1.145887,,
MEX,Mexico,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2014,2014,PC,Percentage,0,Units,,,1.113177,,
DNK,Denmark,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2000,2000,PC,Percentage,0,Units,,,0.3348022,,
DNK,Denmark,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2001,2001,PC,Percentage,0,Units,,,0.3589584,,
DNK,Denmark,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2002,2002,PC,Percentage,0,Units,,,0.3199887,,
DNK,Denmark,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2003,2003,PC,Percentage,0,Units,,,0.2723807,,
DNK,Denmark,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2004,2004,PC,Percentage,0,Units,,,0.2587665,,
DNK,Denmark,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2005,2005,PC,Percentage,0,Units,,,0.2758708,,
DNK,Denmark,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2006,2006,PC,Percentage,0,Units,,,0.3291766,,
DNK,Denmark,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2007,2007,PC,Percentage,0,Units,,,0.4444509,,
DNK,Denmark,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2008,2008,PC,Percentage,0,Units,,,0.5892863,,
DNK,Denmark,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2009,2009,PC,Percentage,0,Units,,,0.5365041,,
DNK,Denmark,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2010,2010,PC,Percentage,0,Units,,,0.4451943,,
DNK,Denmark,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2011,2011,PC,Percentage,0,Units,,,0.4125867,,
DNK,Denmark,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2012,2012,PC,Percentage,0,Units,,,0.376981,,
DNK,Denmark,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2013,2013,PC,Percentage,0,Units,,,0.4177627,B,Break
NZL,New Zealand,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2000,2000,PC,Percentage,0,Units,,,0.5892937,,
NZL,New Zealand,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2001,2001,PC,Percentage,0,Units,,,0.5910258,,
NZL,New Zealand,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2002,2002,PC,Percentage,0,Units,,,1.752352,,
NZL,New Zealand,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2003,2003,PC,Percentage,0,Units,,,1.993162,,
NZL,New Zealand,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2004,2004,PC,Percentage,0,Units,,,1.497318,,
NZL,New Zealand,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2005,2005,PC,Percentage,0,Units,,,1.135168,,
NZL,New Zealand,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2006,2006,PC,Percentage,0,Units,,,1.226445,,
NZL,New Zealand,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2007,2007,PC,Percentage,0,Units,,,0.9367682,,
NZL,New Zealand,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2008,2008,PC,Percentage,0,Units,,,0.8523131,,
NZL,New Zealand,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2009,2009,PC,Percentage,0,Units,,,1.004742,,
NZL,New Zealand,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2010,2010,PC,Percentage,0,Units,,,1.117929,,
NZL,New Zealand,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2011,2011,PC,Percentage,0,Units,,,0.7653941,,
NZL,New Zealand,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2012,2012,PC,Percentage,0,Units,,,0.5497262,,
NZL,New Zealand,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2013,2013,PC,Percentage,0,Units,,,0.7713073,,
NZL,New Zealand,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2014,2014,PC,Percentage,0,Units,,,1.521803,,
COL,Colombia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2000,2000,PC,Percentage,0,Units,,,1.421479,,
COL,Colombia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2001,2001,PC,Percentage,0,Units,,,1.285447,,
COL,Colombia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2002,2002,PC,Percentage,0,Units,,,1.262529,,
COL,Colombia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2003,2003,PC,Percentage,0,Units,,,1.258528,,
COL,Colombia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2004,2004,PC,Percentage,0,Units,,,1.241441,,
COL,Colombia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2005,2005,PC,Percentage,0,Units,,,1.22757,,
COL,Colombia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2006,2006,PC,Percentage,0,Units,,,1.206298,,
COL,Colombia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2007,2007,PC,Percentage,0,Units,,,1.200234,,
COL,Colombia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2008,2008,PC,Percentage,0,Units,,,1.193386,,
COL,Colombia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2009,2009,PC,Percentage,0,Units,,,1.187112,,
COL,Colombia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2010,2010,PC,Percentage,0,Units,,,1.180004,,
COL,Colombia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2011,2011,PC,Percentage,0,Units,,,1.175614,,
COL,Colombia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2012,2012,PC,Percentage,0,Units,,,1.166743,,
COL,Colombia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2013,2013,PC,Percentage,0,Units,,,1.157675,,
COL,Colombia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2014,2014,PC,Percentage,0,Units,,,1.147465,,
EST,Estonia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2000,2000,PC,Percentage,0,Units,,,1.18541,,
EST,Estonia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2001,2001,PC,Percentage,0,Units,,,-0.6349388,,
EST,Estonia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2002,2002,PC,Percentage,0,Units,,,-0.6314318,,
EST,Estonia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2003,2003,PC,Percentage,0,Units,,,-0.625657,,
EST,Estonia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2004,2004,PC,Percentage,0,Units,,,-0.5960371,,
EST,Estonia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2005,2005,PC,Percentage,0,Units,,,-0.5706213,,
EST,Estonia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2006,2006,PC,Percentage,0,Units,,,-0.5879205,,
EST,Estonia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2007,2007,PC,Percentage,0,Units,,,-0.4551496,,
EST,Estonia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2008,2008,PC,Percentage,0,Units,,,-0.2677746,,
EST,Estonia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2009,2009,PC,Percentage,0,Units,,,-0.1925824,,
EST,Estonia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2010,2010,PC,Percentage,0,Units,,,-0.2277981,,
EST,Estonia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2011,2011,PC,Percentage,0,Units,,,-0.3031225,,
EST,Estonia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2012,2012,PC,Percentage,0,Units,,,-0.3573045,,
EST,Estonia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2013,2013,PC,Percentage,0,Units,,,-0.3552593,,
EST,Estonia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2014,2014,PC,Percentage,0,Units,,,-0.1652507,,
IRL,Ireland,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2000,2000,PC,Percentage,0,Units,,,1.280201,,
IRL,Ireland,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2001,2001,PC,Percentage,0,Units,,,1.522628,,
IRL,Ireland,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2002,2002,PC,Percentage,0,Units,,,1.819505,,
IRL,Ireland,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2003,2003,PC,Percentage,0,Units,,,1.600633,,
IRL,Ireland,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2004,2004,PC,Percentage,0,Units,,,1.640745,,
IRL,Ireland,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2005,2005,PC,Percentage,0,Units,,,2.19025,,
IRL,Ireland,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2006,2006,PC,Percentage,0,Units,,,2.39731,,
IRL,Ireland,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2007,2007,PC,Percentage,0,Units,,,3.375936,,
IRL,Ireland,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2008,2008,PC,Percentage,0,Units,,,2.497829,,
IRL,Ireland,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2009,2009,PC,Percentage,0,Units,,,1.076899,,
IRL,Ireland,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2010,2010,PC,Percentage,0,Units,,,0.4720519,,
IRL,Ireland,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2011,2011,PC,Percentage,0,Units,,,0.4412927,,
IRL,Ireland,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2012,2012,PC,Percentage,0,Units,,,0.2295132,,
IRL,Ireland,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2013,2013,PC,Percentage,0,Units,,,0.1679243,,
IRL,Ireland,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2014,2014,PC,Percentage,0,Units,,,0.365766,,
ESP,Spain,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2000,2000,PC,Percentage,0,Units,,,0.457573,,
ESP,Spain,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2001,2001,PC,Percentage,0,Units,,,0.5219215,,
ESP,Spain,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2002,2002,PC,Percentage,0,Units,,,1.612789,,
ESP,Spain,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2003,2003,PC,Percentage,0,Units,,,1.865393,,
ESP,Spain,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2004,2004,PC,Percentage,0,Units,,,1.571091,,
ESP,Spain,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2005,2005,PC,Percentage,0,Units,,,1.874606,,
ESP,Spain,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2006,2006,PC,Percentage,0,Units,,,1.598411,,
ESP,Spain,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2007,2007,PC,Percentage,0,Units,,,1.973564,,
ESP,Spain,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2008,2008,PC,Percentage,0,Units,,,1.651702,,
ESP,Spain,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2009,2009,PC,Percentage,0,Units,,,0.8359178,,
ESP,Spain,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2010,2010,PC,Percentage,0,Units,,,0.4204074,,
ESP,Spain,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2011,2011,PC,Percentage,0,Units,,,0.373207,,
ESP,Spain,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2012,2012,PC,Percentage,0,Units,,,0.0645032,,
ESP,Spain,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2013,2013,PC,Percentage,0,Units,,,-0.3702819,,
ESP,Spain,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2014,2014,PC,Percentage,0,Units,,,-0.2772572,,
IND,India,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2000,2000,PC,Percentage,0,Units,,,1.682615,,
IND,India,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2001,2001,PC,Percentage,0,Units,,,1.654012,,
IND,India,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2002,2002,PC,Percentage,0,Units,,,1.623862,,
IND,India,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2003,2003,PC,Percentage,0,Units,,,1.586417,,
IND,India,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2004,2004,PC,Percentage,0,Units,,,1.539546,,
IND,India,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2005,2005,PC,Percentage,0,Units,,,1.487219,,
IND,India,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2006,2006,PC,Percentage,0,Units,,,1.432453,,
IND,India,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2007,2007,PC,Percentage,0,Units,,,1.382493,,
IND,India,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2008,2008,PC,Percentage,0,Units,,,1.343037,,
IND,India,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2009,2009,PC,Percentage,0,Units,,,1.317462,,
IND,India,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2010,2010,PC,Percentage,0,Units,,,1.301242,,
IND,India,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2011,2011,PC,Percentage,0,Units,,,1.288267,,
IND,India,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2012,2012,PC,Percentage,0,Units,,,1.271779,,
IND,India,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2013,2013,PC,Percentage,0,Units,,,1.249537,,
IDN,Indonesia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2000,2000,PC,Percentage,0,Units,,,1.452738,,
IDN,Indonesia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2001,2001,PC,Percentage,0,Units,,,1.450987,,
IDN,Indonesia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2002,2002,PC,Percentage,0,Units,,,1.447332,,
IDN,Indonesia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2003,2003,PC,Percentage,0,Units,,,1.445013,,
IDN,Indonesia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2004,2004,PC,Percentage,0,Units,,,1.443155,,
IDN,Indonesia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2005,2005,PC,Percentage,0,Units,,,1.440214,,
IDN,Indonesia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2006,2006,PC,Percentage,0,Units,,,1.438394,,
IDN,Indonesia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2007,2007,PC,Percentage,0,Units,,,1.432958,,
IDN,Indonesia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2008,2008,PC,Percentage,0,Units,,,1.416046,,
IDN,Indonesia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2009,2009,PC,Percentage,0,Units,,,1.38463,,
IDN,Indonesia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2010,2010,PC,Percentage,0,Units,,,1.34306,,
IDN,Indonesia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2011,2011,PC,Percentage,0,Units,,,1.298487,,
IDN,Indonesia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2012,2012,PC,Percentage,0,Units,,,1.256166,,
IDN,Indonesia,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2013,2013,PC,Percentage,0,Units,,,1.215826,,
ZAF,South Africa,YPTTTTL1_GY,Population mid-year estimates Total (growth rate),A,Annual,2000,2000,PC,Percentage,0,Units,,,1.477215,,
